iso3,year,specimen,pathogen,antibiotic,path.label,antibiotic.label,tot,ast,sus,int,res,unk,p.sus,p.int,p.res,p.unk
BIH,2017,BLOOD,ESCCOL,CAZ,E. coli,Ceftazidime,193,192,143,12,37,1,74.48,6.25,19.27,0.52
BIH,2017,BLOOD,ESCCOL,CIP,E. coli,Ciprofloxacin,193,185,136,1,48,8,73.51,0.54,25.95,4.15
BIH,2017,BLOOD,ESCCOL,COL,E. coli,Colistin,193,13,13,0,0,180,100,0,0,93.26
BIH,2017,BLOOD,ESCCOL,CRO,E. coli,Ceftriaxone,193,180,137,3,40,13,76.11,1.67,22.22,6.74
BIH,2017,BLOOD,ESCCOL,CTX,E. coli,Cefotaxime,193,170,126,1,43,23,74.12,0.59,25.29,11.92
BIH,2017,BLOOD,ESCCOL,ETP,E. coli,Ertapenem,193,77,76,1,0,116,98.7,1.3,0,60.1
BIH,2017,BLOOD,ESCCOL,IPM,E. coli,Imipenem,193,183,180,1,2,10,98.36,0.55,1.09,5.18
BIH,2017,BLOOD,ESCCOL,J01C,E. coli,Penicillins,193,157,42,0,115,36,26.75,0,73.25,18.65
BIH,2017,BLOOD,ESCCOL,J01DD,E. coli,Third-generation cephalosporins,193,193,144,1,48,0,74.61,0.52,24.87,0
BIH,2017,BLOOD,ESCCOL,J01DH,E. coli,Carbapenems,193,183,180,1,2,10,98.36,0.55,1.09,5.18
BIH,2017,BLOOD,ESCCOL,J01MA,E. coli,Fluoroquinolones,193,187,136,2,49,6,72.73,1.07,26.2,3.11
BIH,2017,BLOOD,ESCCOL,J01XB,E. coli,Polymyxins,193,13,13,0,0,180,100,0,0,93.26
BIH,2017,BLOOD,ESCCOL,LVX,E. coli,Levofloxacin,193,146,116,1,29,47,79.45,0.68,19.86,24.35
BIH,2017,BLOOD,ESCCOL,MEM,E. coli,Meropenem,193,178,176,0,2,15,98.88,0,1.12,7.77
BIH,2017,BLOOD,KLEPNE,CAZ,K. pneumoniae,Ceftazidime,149,147,56,6,85,2,38.1,4.08,57.82,1.34
BIH,2017,BLOOD,KLEPNE,CIP,K. pneumoniae,Ciprofloxacin,149,144,66,0,78,5,45.83,0,54.17,3.36
BIH,2017,BLOOD,KLEPNE,CRO,K. pneumoniae,Ceftriaxone,149,145,56,5,84,4,38.62,3.45,57.93,2.68
BIH,2017,BLOOD,KLEPNE,CTX,K. pneumoniae,Cefotaxime,149,126,43,3,80,23,34.13,2.38,63.49,15.44
BIH,2017,BLOOD,KLEPNE,ETP,K. pneumoniae,Ertapenem,149,74,69,0,5,75,93.24,0,6.76,50.34
BIH,2017,BLOOD,KLEPNE,IPM,K. pneumoniae,Imipenem,149,144,122,9,13,5,84.72,6.25,9.03,3.36
BIH,2017,BLOOD,KLEPNE,J01DD,K. pneumoniae,Third-generation cephalosporins,149,149,56,3,90,0,37.58,2.01,60.4,0
BIH,2017,BLOOD,KLEPNE,J01DH,K. pneumoniae,Carbapenems,149,144,121,7,16,5,84.03,4.86,11.11,3.36
BIH,2017,BLOOD,KLEPNE,J01MA,K. pneumoniae,Fluoroquinolones,149,144,66,0,78,5,45.83,0,54.17,3.36
BIH,2017,BLOOD,KLEPNE,LVX,K. pneumoniae,Levofloxacin,149,111,44,1,66,38,39.64,0.9,59.46,25.5
BIH,2017,BLOOD,KLEPNE,MEM,K. pneumoniae,Meropenem,149,140,121,6,13,9,86.43,4.29,9.29,6.04
BIH,2017,BLOOD,STAAUR,FOX,S. aureus,Cefoxitin,155,155,115,0,40,0,74.19,0,25.81,0
BIH,2017,BLOOD,STAAUR,J01DC,S. aureus,Penicilinase-stable beta-lactams,155,155,115,0,40,0,74.19,0,25.81,0
BIH,2017,BLOOD,STRPNE,CRO,S. pneumoniae,Ceftriaxone,19,15,13,1,1,4,86.67,6.67,6.67,21.05
BIH,2017,BLOOD,STRPNE,CTX,S. pneumoniae,Cefotaxime,19,14,12,1,1,5,85.71,7.14,7.14,26.32
BIH,2017,BLOOD,STRPNE,J01C,S. pneumoniae,Penicillins,19,19,12,2,5,0,63.16,10.53,26.32,0
BIH,2017,BLOOD,STRPNE,J01DD,S. pneumoniae,Third-generation cephalosporins,19,15,13,1,1,4,86.67,6.67,6.67,21.05
BIH,2017,BLOOD,STRPNE,PEN,S. pneumoniae,Penicillin G,19,19,12,2,5,0,63.16,10.53,26.32,0
BIH,2018,BLOOD,STRPNE,J01DD,S. pneumoniae,Third-generation cephalosporins,30,30,29,1,0,0,96.67,3.33,0,0
BIH,2018,BLOOD,ACISPP,AMK,Acinetobacter spp.,Amikacin,132,131,10,0,121,1,7.63,0,92.37,0.76
BIH,2018,BLOOD,ACISPP,COL,Acinetobacter spp.,Colistin,132,63,60,0,3,69,95.24,0,4.76,52.27
BIH,2018,BLOOD,ACISPP,GEN,Acinetobacter spp.,Gentamicin,132,132,2,0,130,0,1.52,0,98.48,0
BIH,2018,BLOOD,ACISPP,IPM,Acinetobacter spp.,Imipenem,132,131,10,4,117,1,7.63,3.05,89.31,0.76
BIH,2018,BLOOD,ACISPP,J01DH,Acinetobacter spp.,Carbapenems,132,132,9,1,122,0,6.82,0.76,92.42,0
BIH,2018,BLOOD,ACISPP,J01GB,Acinetobacter spp.,Aminoglycosides,132,132,2,0,130,0,1.52,0,98.48,0
BIH,2018,BLOOD,ACISPP,J01XB,Acinetobacter spp.,Polymyxins,132,63,60,0,3,69,95.24,0,4.76,52.27
BIH,2018,BLOOD,ACISPP,MEM,Acinetobacter spp.,Meropenem,132,132,9,3,120,0,6.82,2.27,90.91,0
BIH,2018,BLOOD,ESCCOL,AMP,E. coli,Ampicillin,248,248,76,0,172,0,30.65,0,69.35,0
BIH,2018,BLOOD,ESCCOL,CAZ,E. coli,Ceftazidime,248,248,199,6,43,0,80.24,2.42,17.34,0
BIH,2018,BLOOD,ESCCOL,CIP,E. coli,Ciprofloxacin,248,243,183,0,60,5,75.31,0,24.69,2.02
BIH,2018,BLOOD,ESCCOL,COL,E. coli,Colistin,248,21,21,0,0,227,100,0,0,91.53
BIH,2018,BLOOD,ESCCOL,CRO,E. coli,Ceftriaxone,248,248,199,1,48,0,80.24,0.4,19.35,0
BIH,2018,BLOOD,ESCCOL,CTX,E. coli,Cefotaxime,248,248,199,1,48,0,80.24,0.4,19.35,0
BIH,2018,BLOOD,ESCCOL,ETP,E. coli,Ertapenem,248,172,172,0,0,76,100,0,0,30.65
BIH,2018,BLOOD,ESCCOL,IPM,E. coli,Imipenem,248,245,244,1,0,3,99.59,0.41,0,1.21
BIH,2018,BLOOD,ESCCOL,J01C,E. coli,Penicillins,248,248,76,0,172,0,30.65,0,69.35,0
BIH,2018,BLOOD,ESCCOL,J01DD,E. coli,Third-generation cephalosporins,248,248,197,1,50,0,79.44,0.4,20.16,0
BIH,2018,BLOOD,ESCCOL,J01DH,E. coli,Carbapenems,248,247,246,1,0,1,99.6,0.4,0,0.4
BIH,2018,BLOOD,ESCCOL,J01MA,E. coli,Fluoroquinolones,248,246,186,0,60,2,75.61,0,24.39,0.81
BIH,2018,BLOOD,ESCCOL,J01XB,E. coli,Polymyxins,248,21,21,0,0,227,100,0,0,91.53
BIH,2018,BLOOD,ESCCOL,LVX,E. coli,Levofloxacin,248,234,182,0,52,14,77.78,0,22.22,5.65
BIH,2018,BLOOD,ESCCOL,MEM,E. coli,Meropenem,248,247,247,0,0,1,100,0,0,0.4
BIH,2018,BLOOD,KLEPNE,CAZ,K. pneumoniae,Ceftazidime,200,200,64,0,136,0,32,0,68,0
BIH,2018,BLOOD,KLEPNE,CIP,K. pneumoniae,Ciprofloxacin,200,200,83,0,117,0,41.5,0,58.5,0
BIH,2018,BLOOD,KLEPNE,COL,K. pneumoniae,Colistin,200,14,9,0,5,186,64.29,0,35.71,93
BIH,2018,BLOOD,KLEPNE,CRO,K. pneumoniae,Ceftriaxone,200,200,61,0,139,0,30.5,0,69.5,0
BIH,2018,BLOOD,KLEPNE,CTX,K. pneumoniae,Cefotaxime,200,200,61,0,139,0,30.5,0,69.5,0
BIH,2018,BLOOD,KLEPNE,ETP,K. pneumoniae,Ertapenem,200,130,108,1,21,70,83.08,0.77,16.15,35
BIH,2018,BLOOD,KLEPNE,IPM,K. pneumoniae,Imipenem,200,200,168,5,27,0,84,2.5,13.5,0
BIH,2018,BLOOD,KLEPNE,J01DD,K. pneumoniae,Third-generation cephalosporins,200,200,61,0,139,0,30.5,0,69.5,0
BIH,2018,BLOOD,KLEPNE,J01DH,K. pneumoniae,Carbapenems,200,200,161,5,34,0,80.5,2.5,17,0
BIH,2018,BLOOD,KLEPNE,J01MA,K. pneumoniae,Fluoroquinolones,200,200,83,0,117,0,41.5,0,58.5,0
BIH,2018,BLOOD,KLEPNE,J01XB,K. pneumoniae,Polymyxins,200,14,9,0,5,186,64.29,0,35.71,93
BIH,2018,BLOOD,KLEPNE,LVX,K. pneumoniae,Levofloxacin,200,196,85,0,111,4,43.37,0,56.63,2
BIH,2018,BLOOD,KLEPNE,MEM,K. pneumoniae,Meropenem,200,200,162,4,34,0,81,2,17,0
BIH,2018,BLOOD,STAAUR,FOX,S. aureus,Cefoxitin,227,227,190,0,37,0,83.7,0,16.3,0
BIH,2018,BLOOD,STAAUR,J01DC,S. aureus,Penicilinase-stable beta-lactams,227,227,190,0,37,0,83.7,0,16.3,0
BIH,2018,BLOOD,STRPNE,CRO,S. pneumoniae,Ceftriaxone,30,30,29,1,0,0,96.67,3.33,0,0
BIH,2018,BLOOD,STRPNE,CTX,S. pneumoniae,Cefotaxime,30,30,29,1,0,0,96.67,3.33,0,0
BIH,2018,BLOOD,STRPNE,J01C,S. pneumoniae,Penicillins,30,30,15,1,14,0,50,3.33,46.67,0
BIH,2018,BLOOD,STRPNE,OXA,S. pneumoniae,Oxacillin,30,19,15,0,4,11,78.95,0,21.05,36.67
BIH,2018,BLOOD,STRPNE,PEN,S. pneumoniae,Penicillin G,30,30,15,1,14,0,50,3.33,46.67,0
BIH,2019,BLOOD,ACISPP,J01XB,Acinetobacter spp.,Polymyxins,229,60,60,0,0,169,100,0,0,73.8
BIH,2019,BLOOD,ACISPP,AMK,Acinetobacter spp.,Amikacin,229,221,17,5,199,8,7.69,2.26,90.05,3.49
BIH,2019,BLOOD,ACISPP,COL,Acinetobacter spp.,Colistin,229,60,60,0,0,169,100,0,0,73.8
BIH,2019,BLOOD,ACISPP,GEN,Acinetobacter spp.,Gentamicin,229,229,8,0,221,0,3.49,0,96.51,0
BIH,2019,BLOOD,ACISPP,IPM,Acinetobacter spp.,Imipenem,229,229,8,1,220,0,3.49,0.44,96.07,0
BIH,2019,BLOOD,ACISPP,J01DH,Acinetobacter spp.,Carbapenems,229,229,7,1,221,0,3.06,0.44,96.51,0
BIH,2019,BLOOD,ACISPP,J01GB,Acinetobacter spp.,Aminoglycosides,229,229,8,0,221,0,3.49,0,96.51,0
BIH,2019,BLOOD,ACISPP,MEM,Acinetobacter spp.,Meropenem,229,229,7,1,221,0,3.06,0.44,96.51,0
BIH,2019,BLOOD,ESCCOL,AMP,E. coli,Ampicillin,291,290,83,0,207,1,28.62,0,71.38,0.34
BIH,2019,BLOOD,ESCCOL,CAZ,E. coli,Ceftazidime,291,289,232,7,50,2,80.28,2.42,17.3,0.69
BIH,2019,BLOOD,ESCCOL,CIP,E. coli,Ciprofloxacin,291,289,202,1,86,2,69.9,0.35,29.76,0.69
BIH,2019,BLOOD,ESCCOL,CRO,E. coli,Ceftriaxone,291,288,230,1,57,3,79.86,0.35,19.79,1.03
BIH,2019,BLOOD,ESCCOL,CTX,E. coli,Cefotaxime,291,290,231,0,59,1,79.66,0,20.34,0.34
BIH,2019,BLOOD,ESCCOL,ETP,E. coli,Ertapenem,291,137,137,0,0,154,100,0,0,52.92
BIH,2019,BLOOD,ESCCOL,IPM,E. coli,Imipenem,291,290,289,1,0,1,99.66,0.34,0,0.34
BIH,2019,BLOOD,ESCCOL,J01C,E. coli,Penicillins,291,290,83,0,207,1,28.62,0,71.38,0.34
BIH,2019,BLOOD,ESCCOL,J01DD,E. coli,Third-generation cephalosporins,291,290,228,2,60,1,78.62,0.69,20.69,0.34
BIH,2019,BLOOD,ESCCOL,J01DH,E. coli,Carbapenems,291,290,289,1,0,1,99.66,0.34,0,0.34
BIH,2019,BLOOD,ESCCOL,J01MA,E. coli,Fluoroquinolones,291,289,202,1,86,2,69.9,0.35,29.76,0.69
BIH,2019,BLOOD,ESCCOL,LVX,E. coli,Levofloxacin,291,261,186,2,73,30,71.26,0.77,27.97,10.31
BIH,2019,BLOOD,ESCCOL,MEM,E. coli,Meropenem,291,290,289,1,0,1,99.66,0.34,0,0.34
BIH,2019,BLOOD,KLEPNE,CAZ,K. pneumoniae,Ceftazidime,211,211,47,1,163,0,22.27,0.47,77.25,0
BIH,2019,BLOOD,KLEPNE,CIP,K. pneumoniae,Ciprofloxacin,211,210,68,1,141,1,32.38,0.48,67.14,0.47
BIH,2019,BLOOD,KLEPNE,CRO,K. pneumoniae,Ceftriaxone,211,211,46,1,164,0,21.8,0.47,77.73,0
BIH,2019,BLOOD,KLEPNE,CTX,K. pneumoniae,Cefotaxime,211,211,45,0,166,0,21.33,0,78.67,0
BIH,2019,BLOOD,KLEPNE,ETP,K. pneumoniae,Ertapenem,211,62,47,1,14,149,75.81,1.61,22.58,70.62
BIH,2019,BLOOD,KLEPNE,IPM,K. pneumoniae,Imipenem,211,210,127,5,78,1,60.48,2.38,37.14,0.47
BIH,2019,BLOOD,KLEPNE,J01DD,K. pneumoniae,Third-generation cephalosporins,211,211,43,0,168,0,20.38,0,79.62,0
BIH,2019,BLOOD,KLEPNE,J01DH,K. pneumoniae,Carbapenems,211,211,123,0,88,0,58.29,0,41.71,0
BIH,2019,BLOOD,KLEPNE,J01MA,K. pneumoniae,Fluoroquinolones,211,210,67,1,142,1,31.9,0.48,67.62,0.47
BIH,2019,BLOOD,KLEPNE,LVX,K. pneumoniae,Levofloxacin,211,199,66,3,130,12,33.17,1.51,65.33,5.69
BIH,2019,BLOOD,KLEPNE,MEM,K. pneumoniae,Meropenem,211,211,123,0,88,0,58.29,0,41.71,0
BIH,2019,BLOOD,STAAUR,FOX,S. aureus,Cefoxitin,237,237,211,1,25,0,89.03,0.42,10.55,0
BIH,2019,BLOOD,STAAUR,J01DC,S. aureus,Penicilinase-stable beta-lactams,237,237,211,1,25,0,89.03,0.42,10.55,0
BIH,2019,BLOOD,STAAUR,OXA,S. aureus,Oxacillin,237,166,151,0,15,71,90.96,0,9.04,29.96
BIH,2019,BLOOD,STRPNE,CRO,S. pneumoniae,Ceftriaxone,44,41,36,2,3,3,87.8,4.88,7.32,6.82
BIH,2019,BLOOD,STRPNE,CTX,S. pneumoniae,Cefotaxime,44,41,35,1,5,3,85.37,2.44,12.2,6.82
BIH,2019,BLOOD,STRPNE,J01C,S. pneumoniae,Penicillins,44,44,29,2,13,0,65.91,4.55,29.55,0
BIH,2019,BLOOD,STRPNE,J01DD,S. pneumoniae,Third-generation cephalosporins,44,41,35,1,5,3,85.37,2.44,12.2,6.82
BIH,2019,BLOOD,STRPNE,OXA,S. pneumoniae,Oxacillin,44,44,29,0,15,0,65.91,0,34.09,0
BIH,2019,BLOOD,STRPNE,PEN,S. pneumoniae,Penicillin G,44,42,27,2,13,2,64.29,4.76,30.95,4.55
BRA,2018,BLOOD,ACISPP,AMK,Acinetobacter spp.,Amikacin,32,32,17,2,13,0,53.13,6.25,40.63,0
BRA,2018,BLOOD,ACISPP,GEN,Acinetobacter spp.,Gentamicin,27,27,19,4,4,0,70.37,14.81,14.81,0
BRA,2018,BLOOD,ACISPP,IPM,Acinetobacter spp.,Imipenem,19,19,10,0,9,0,52.63,0,47.37,0
BRA,2018,BLOOD,ACISPP,MEM,Acinetobacter spp.,Meropenem,24,24,11,0,13,0,45.83,0,54.17,0
BRA,2018,BLOOD,ACISPP,TGC,Acinetobacter spp.,Tigecycline,11,11,9,2,0,0,81.82,18.18,0,0
BRA,2018,BLOOD,ESCCOL,AMP,E. coli,Ampicillin,69,69,19,0,50,0,27.54,0,72.46,0
BRA,2018,BLOOD,ESCCOL,CAZ,E. coli,Ceftazidime,42,42,40,1,1,0,95.24,2.38,2.38,0
BRA,2018,BLOOD,ESCCOL,CIP,E. coli,Ciprofloxacin,100,100,58,0,42,0,58,0,42,0
BRA,2018,BLOOD,ESCCOL,CRO,E. coli,Ceftriaxone,82,82,69,0,13,0,84.15,0,15.85,0
BRA,2018,BLOOD,ESCCOL,ETP,E. coli,Ertapenem,53,53,53,0,0,0,100,0,0,0
BRA,2018,BLOOD,ESCCOL,IPM,E. coli,Imipenem,56,56,54,0,2,0,96.43,0,3.57,0
BRA,2018,BLOOD,ESCCOL,MEM,E. coli,Meropenem,102,102,101,0,1,0,99.02,0,0.98,0
BRA,2018,BLOOD,KLEPNE,CAZ,K. pneumoniae,Ceftazidime,36,36,22,0,14,0,61.11,0,38.89,0
BRA,2018,BLOOD,KLEPNE,CIP,K. pneumoniae,Ciprofloxacin,90,90,51,0,39,0,56.67,0,43.33,0
BRA,2018,BLOOD,KLEPNE,CRO,K. pneumoniae,Ceftriaxone,87,87,44,0,43,0,50.57,0,49.43,0
BRA,2018,BLOOD,KLEPNE,ETP,K. pneumoniae,Ertapenem,36,36,24,0,12,0,66.67,0,33.33,0
BRA,2018,BLOOD,KLEPNE,IPM,K. pneumoniae,Imipenem,40,40,27,0,13,0,67.5,0,32.5,0
BRA,2018,BLOOD,KLEPNE,MEM,K. pneumoniae,Meropenem,86,86,65,0,21,0,75.58,0,24.42,0
BRA,2018,BLOOD,STAAUR,OXA,S. aureus,Oxacillin,90,90,80,0,10,0,88.89,0,11.11,0
BRA,2018,URINE,ESCCOL,AMP,E. coli,Ampicillin,1371,1371,740,4,627,0,53.98,0.29,45.73,0
BRA,2018,URINE,ESCCOL,CIP,E. coli,Ciprofloxacin,2420,2420,1843,6,571,0,76.16,0.25,23.6,0
BRA,2018,URINE,ESCCOL,CRO,E. coli,Ceftriaxone,2350,2350,2201,1,148,0,93.66,0.04,6.3,0
BRA,2018,URINE,ESCCOL,MEM,E. coli,Meropenem,291,291,288,0,3,0,98.97,0,1.03,0
BRA,2018,URINE,ESCCOL,SXT,E. coli,Co-trimoxazole,2416,2416,1622,4,790,0,67.14,0.17,32.7,0
BRA,2018,URINE,KLEPNE,CIP,K. pneumoniae,Ciprofloxacin,398,398,238,6,154,0,59.8,1.51,38.69,0
BRA,2018,URINE,KLEPNE,CRO,K. pneumoniae,Ceftriaxone,376,376,235,1,140,0,62.5,0.27,37.23,0
BRA,2018,URINE,KLEPNE,MEM,K. pneumoniae,Meropenem,182,182,136,2,44,0,74.73,1.1,24.18,0
BRA,2018,URINE,KLEPNE,SXT,K. pneumoniae,Co-trimoxazole,395,395,243,1,151,0,61.52,0.25,38.23,0
BRA,2019,URINE,KLEPNE,J01XB,K. pneumoniae,Polymyxins,80,80,22,0,58,0,27.5,0,72.5,0
BRA,2019,BLOOD,ACISPP,AMK,Acinetobacter spp.,Amikacin,54,54,16,5,33,0,29.63,9.26,61.11,0
BRA,2019,BLOOD,ACISPP,GEN,Acinetobacter spp.,Gentamicin,54,54,23,1,30,0,42.59,1.85,55.56,0
BRA,2019,BLOOD,ACISPP,IPM,Acinetobacter spp.,Imipenem,47,47,13,0,34,0,27.66,0,72.34,0
BRA,2019,BLOOD,ACISPP,MEM,Acinetobacter spp.,Meropenem,54,54,18,0,36,0,33.33,0,66.67,0
BRA,2019,BLOOD,ACISPP,TGC,Acinetobacter spp.,Tigecycline,35,35,33,2,0,0,94.29,5.71,0,0
BRA,2019,BLOOD,ESCCOL,AMP,E. coli,Ampicillin,85,85,32,0,53,0,37.65,0,62.35,0
BRA,2019,BLOOD,ESCCOL,CAZ,E. coli,Ceftazidime,76,76,67,0,9,0,88.16,0,11.84,0
BRA,2019,BLOOD,ESCCOL,CIP,E. coli,Ciprofloxacin,160,160,82,1,77,0,51.25,0.63,48.13,0
BRA,2019,BLOOD,ESCCOL,CRO,E. coli,Ceftriaxone,155,155,112,0,43,0,72.26,0,27.74,0
BRA,2019,BLOOD,ESCCOL,ETP,E. coli,Ertapenem,81,81,80,0,1,0,98.77,0,1.23,0
BRA,2019,BLOOD,ESCCOL,IPM,E. coli,Imipenem,81,81,80,1,0,0,98.77,1.23,0,0
BRA,2019,BLOOD,ESCCOL,LVX,E. coli,Levofloxacin,10,10,3,0,7,0,30,0,70,0
BRA,2019,BLOOD,ESCCOL,MEM,E. coli,Meropenem,160,160,159,0,1,0,99.38,0,0.63,0
BRA,2019,BLOOD,ESCCOL,SXT,E. coli,Co-trimoxazole,45,45,27,0,18,0,60,0,40,0
BRA,2019,BLOOD,KLEPNE,CAZ,K. pneumoniae,Ceftazidime,88,88,35,1,52,0,39.77,1.14,59.09,0
BRA,2019,BLOOD,KLEPNE,CIP,K. pneumoniae,Ciprofloxacin,166,166,83,7,76,0,50,4.22,45.78,0
BRA,2019,BLOOD,KLEPNE,CRO,K. pneumoniae,Ceftriaxone,150,150,69,0,81,0,46,0,54,0
BRA,2019,BLOOD,KLEPNE,ETP,K. pneumoniae,Ertapenem,98,98,65,2,31,0,66.33,2.04,31.63,0
BRA,2019,BLOOD,KLEPNE,IPM,K. pneumoniae,Imipenem,95,95,70,0,25,0,73.68,0,26.32,0
BRA,2019,BLOOD,KLEPNE,J01XB,K. pneumoniae,Polymyxins,11,11,0,0,11,0,0,0,100,0
BRA,2019,BLOOD,KLEPNE,LVX,K. pneumoniae,Levofloxacin,15,15,6,0,9,0,40,0,60,0
BRA,2019,BLOOD,KLEPNE,MEM,K. pneumoniae,Meropenem,157,157,124,1,32,0,78.98,0.64,20.38,0
BRA,2019,BLOOD,KLEPNE,SXT,K. pneumoniae,Co-trimoxazole,71,71,29,1,41,0,40.85,1.41,57.75,0
BRA,2019,BLOOD,STAAUR,OXA,S. aureus,Oxacillin,214,214,170,0,44,0,79.44,0,20.56,0
BRA,2019,GENITAL,NEIGON,CFM,N. gonorrhoeae,Cefixime,199,199,199,0,0,0,100,0,0,0
BRA,2019,GENITAL,NEIGON,CIP,N. gonorrhoeae,Ciprofloxacin,199,199,66,2,131,0,33.17,1.01,65.83,0
BRA,2019,GENITAL,NEIGON,CRO,N. gonorrhoeae,Ceftriaxone,199,199,199,0,0,0,100,0,0,0
BRA,2019,GENITAL,NEIGON,GEN,N. gonorrhoeae,Gentamicin,198,198,159,39,0,0,80.3,19.7,0,0
BRA,2019,GENITAL,NEIGON,SPT,N. gonorrhoeae,Spectinomycin,199,199,199,0,0,0,100,0,0,0
BRA,2019,URINE,ESCCOL,AMP,E. coli,Ampicillin,1318,1318,609,12,697,0,46.21,0.91,52.88,0
BRA,2019,URINE,ESCCOL,CAZ,E. coli,Ceftazidime,198,198,172,1,25,0,86.87,0.51,12.63,0
BRA,2019,URINE,ESCCOL,CIP,E. coli,Ciprofloxacin,3429,3429,2515,37,877,0,73.35,1.08,25.58,0
BRA,2019,URINE,ESCCOL,CRO,E. coli,Ceftriaxone,3356,3356,3027,3,326,0,90.2,0.09,9.71,0
BRA,2019,URINE,ESCCOL,CTX,E. coli,Cefotaxime,78,78,76,0,2,0,97.44,0,2.56,0
BRA,2019,URINE,ESCCOL,IPM,E. coli,Imipenem,551,551,549,1,1,0,99.64,0.18,0.18,0
BRA,2019,URINE,ESCCOL,LVX,E. coli,Levofloxacin,201,201,111,1,89,0,55.22,0.5,44.28,0
BRA,2019,URINE,ESCCOL,MEM,E. coli,Meropenem,1662,1662,1655,4,3,0,99.58,0.24,0.18,0
BRA,2019,URINE,ESCCOL,SXT,E. coli,Co-trimoxazole,3428,3428,2268,5,1155,0,66.16,0.15,33.69,0
BRA,2019,URINE,KLEPNE,CAZ,K. pneumoniae,Ceftazidime,174,174,53,0,121,0,30.46,0,69.54,0
BRA,2019,URINE,KLEPNE,CIP,K. pneumoniae,Ciprofloxacin,860,860,440,19,401,0,51.16,2.21,46.63,0
BRA,2019,URINE,KLEPNE,CRO,K. pneumoniae,Ceftriaxone,800,800,436,0,364,0,54.5,0,45.5,0
BRA,2019,URINE,KLEPNE,CTX,K. pneumoniae,Cefotaxime,26,26,19,1,6,0,73.08,3.85,23.08,0
BRA,2019,URINE,KLEPNE,IPM,K. pneumoniae,Imipenem,357,357,227,4,126,0,63.59,1.12,35.29,0
BRA,2019,URINE,KLEPNE,LVX,K. pneumoniae,Levofloxacin,58,58,27,2,29,0,46.55,3.45,50,0
BRA,2019,URINE,KLEPNE,MEM,K. pneumoniae,Meropenem,614,614,458,4,152,0,74.59,0.65,24.76,0
BRA,2019,URINE,KLEPNE,SXT,K. pneumoniae,Co-trimoxazole,823,823,442,7,374,0,53.71,0.85,45.44,0
BRN,2019,BLOOD,ACISPP,AMK,Acinetobacter spp.,Amikacin,99,99,91,0,8,0,91.92,0,8.08,0
BRN,2019,BLOOD,ACISPP,GEN,Acinetobacter spp.,Gentamicin,99,99,36,28,35,0,36.36,28.28,35.35,0
BRN,2019,BLOOD,ACISPP,MEM,Acinetobacter spp.,Meropenem,99,99,26,1,72,0,26.26,1.01,72.73,0
BRN,2019,BLOOD,ESCCOL,AMP,E. coli,Ampicillin,174,174,67,2,105,0,38.51,1.15,60.34,0
BRN,2019,BLOOD,ESCCOL,CAZ,E. coli,Ceftazidime,174,174,144,0,30,0,82.76,0,17.24,0
BRN,2019,BLOOD,ESCCOL,CIP,E. coli,Ciprofloxacin,174,174,135,3,36,0,77.59,1.72,20.69,0
BRN,2019,BLOOD,ESCCOL,CRO,E. coli,Ceftriaxone,174,174,142,4,28,0,81.61,2.3,16.09,0
BRN,2019,BLOOD,ESCCOL,ETP,E. coli,Ertapenem,174,169,169,0,0,5,100,0,0,2.87
BRN,2019,BLOOD,ESCCOL,FEP,E. coli,Cefepime,175,170,145,0,25,5,85.29,0,14.71,2.86
BRN,2019,BLOOD,ESCCOL,IPM,E. coli,Imipenem,174,173,172,1,0,1,99.42,0.58,0,0.57
BRN,2019,BLOOD,ESCCOL,LVX,E. coli,Levofloxacin,174,169,111,26,32,5,65.68,15.38,18.93,2.87
BRN,2019,BLOOD,ESCCOL,MEM,E. coli,Meropenem,174,173,173,0,0,1,100,0,0,0.57
BRN,2019,BLOOD,ESCCOL,SXT,E. coli,Co-trimoxazole,174,174,110,0,64,0,63.22,0,36.78,0
BRN,2019,BLOOD,KLEPNE,CAZ,K. pneumoniae,Ceftazidime,111,111,93,1,17,0,83.78,0.9,15.32,0
BRN,2019,BLOOD,KLEPNE,CIP,K. pneumoniae,Ciprofloxacin,111,111,98,2,11,0,88.29,1.8,9.91,0
BRN,2019,BLOOD,KLEPNE,CRO,K. pneumoniae,Ceftriaxone,111,111,94,1,16,0,84.68,0.9,14.41,0
BRN,2019,BLOOD,KLEPNE,FEP,K. pneumoniae,Cefepime,111,109,99,0,10,2,90.83,0,9.17,1.8
BRN,2019,BLOOD,KLEPNE,IPM,K. pneumoniae,Imipenem,111,110,105,0,5,1,95.45,0,4.55,0.9
BRN,2019,BLOOD,KLEPNE,MEM,K. pneumoniae,Meropenem,111,111,107,0,4,0,96.4,0,3.6,0
BRN,2019,BLOOD,KLEPNE,SXT,K. pneumoniae,Co-trimoxazole,111,111,94,0,17,0,84.68,0,15.32,0
BRN,2019,BLOOD,SALSPP,CAZ,Salmonella spp.,Ceftazidime,40,40,40,0,0,0,100,0,0,0
BRN,2019,BLOOD,SALSPP,CIP,Salmonella spp.,Ciprofloxacin,40,40,38,2,0,0,95,5,0,0
BRN,2019,BLOOD,SALSPP,CRO,Salmonella spp.,Ceftriaxone,40,40,40,0,0,0,100,0,0,0
BRN,2019,BLOOD,SALSPP,IPM,Salmonella spp.,Imipenem,40,40,40,0,0,0,100,0,0,0
