iso3,year,specimen,origin,numsampledpatients,pathogen,antibiotic,antibiotic.label2,tot,unk,res,ast,p.unk,f.res
JPN,2019,BLOOD,HO,937872,ESCCOL,CTX,Cefotaxime,46279,12232,7731,34047,26.43,3630.24
JPN,2019,BLOOD,HO,937872,ESCCOL,CTX,Cefotaxime,29251,1580,5979,27671,5.4,2950.4
JPN,2019,BLOOD,HO,937872,ESCCOL,MEM,Meropenem,46279,166,34,46113,0.36,4916.77
JPN,2019,BLOOD,HO,937872,ESCCOL,CRO,Ceftriaxone,11140,251,1984,10889,2.25,1161.03
JPN,2019,BLOOD,HO,937872,ESCCOL,J01EE,Sulfonamides and trimethoprim,33949,8259,5605,25690,24.33,2739.18
JPN,2019,BLOOD,HO,937872,ESCCOL,LVX,Levofloxacin,37198,2,11380,37196,0.01,3966
JPN,2019,BLOOD,HO,937872,ESCCOL,CRO,Ceftriaxone,33949,10073,5546,23876,29.67,2545.76
JPN,2019,BLOOD,HO,937872,ESCCOL,LVX,Levofloxacin,24101,0,7162,24101,0,2569.75
JPN,2019,BLOOD,HO,937872,ESCCOL,CTX,Cefotaxime,35412,9408,6348,26004,26.57,2772.66
JPN,2019,BLOOD,HO,937872,ESCCOL,IPM,Imipenem,22065,1801,85,20264,8.16,2160.64
JPN,2019,BLOOD,HO,937872,ESCCOL,CRO,Ceftriaxone,25622,170,5298,25452,0.66,2713.8
JPN,2019,BLOOD,HO,937872,ESCCOL,CIP,Ciprofloxacin,43402,22859,6631,20543,52.67,2190.38
JPN,2019,BLOOD,HO,937872,ESCCOL,MEM,Meropenem,33949,131,19,33818,0.39,3605.82
JPN,2019,BLOOD,HO,937872,ESCCOL,CIP,Ciprofloxacin,10792,0,3392,10792,0,1150.69
JPN,2019,BLOOD,HO,937872,ESCCOL,FEP,Cefepime,46279,5604,5455,40675,12.11,4336.95
JPN,2019,BLOOD,HO,937872,ESCCOL,CTX,Cefotaxime,43402,11554,6985,31848,26.62,3395.77
JPN,2019,BLOOD,HO,937872,ESCCOL,IPM,Imipenem,46279,4185,12,42094,9.04,4488.25
JPN,2019,BLOOD,HO,937872,ESCCOL,J01EE,Sulfonamides and trimethoprim,35412,8146,6059,27266,23,2907.22
JPN,2019,BLOOD,HO,937872,ESCCOL,LVX,Levofloxacin,35412,573,11535,34839,1.62,3714.69
JPN,2019,BLOOD,HO,937872,ESCCOL,MEM,Meropenem,43402,162,51,43240,0.37,4610.44
JPN,2019,BLOOD,HO,937872,ESCCOL,IPM,Imipenem,35412,3788,15,31624,10.7,3371.89
JPN,2019,BLOOD,HO,937872,ESCCOL,FEP,Cefepime,32690,15,4223,32675,0.05,3483.95
JPN,2019,BLOOD,HO,937872,ESCCOL,CRO,Ceftriaxone,35412,10741,5980,24671,30.33,2630.53
JPN,2019,BLOOD,HO,937872,KLEPNE,IPM,Imipenem,9428,724,37,8704,7.68,928.06
JPN,2019,BLOOD,HO,937872,KLEPNE,CRO,Ceftriaxone,17317,4886,931,12431,28.22,1325.45
JPN,2019,BLOOD,HO,937872,KLEPNE,FEP,Cefepime,17832,2009,674,15823,11.27,1687.12
JPN,2019,BLOOD,HO,937872,KLEPNE,FEP,Cefepime,13236,1123,566,12113,8.48,1291.54
JPN,2019,BLOOD,HO,937872,KLEPNE,CTX,Cefotaxime,17832,4799,1014,13033,26.91,1389.64
JPN,2019,BLOOD,HO,937872,KLEPNE,IPM,Imipenem,17832,1668,25,16164,9.35,1723.48
JPN,2019,BLOOD,HO,937872,KLEPNE,CTX,Cefotaxime,17317,4421,949,12896,25.53,1375.03
JPN,2019,BLOOD,HO,937872,KLEPNE,CRO,Ceftriaxone,17832,5073,1023,12759,28.45,1360.42
JPN,2019,BLOOD,HO,937872,KLEPNE,J01EE,Sulfonamides and trimethoprim,13236,3072,1264,10164,23.21,1083.73
JPN,2019,BLOOD,HO,937872,KLEPNE,CAZ,Ceftazidime,13516,361,660,13155,2.67,1402.64
JPN,2019,BLOOD,HO,937872,KLEPNE,CAZ,Ceftazidime,17317,761,633,16556,4.39,1765.27
JPN,2019,BLOOD,HO,937872,KLEPNE,LVX,Levofloxacin,13516,375,350,13141,2.77,1401.15
JPN,2019,BLOOD,HO,937872,KLEPNE,CAZ,Ceftazidime,10402,794,316,9608,7.63,1024.45
JPN,2019,BLOOD,HO,937872,KLEPNE,CTX,Cefotaxime,13516,3458,739,10058,25.58,1072.43
JPN,2019,BLOOD,HO,937872,KLEPNE,MEM,Meropenem,13236,50,45,13186,0.38,1405.95
JPN,2019,BLOOD,HO,937872,KLEPNE,LVX,Levofloxacin,17317,490,433,16827,2.83,1794.17
JPN,2019,BLOOD,HO,937872,KLEPNE,CAZ,Ceftazidime,15093,289,504,14804,1.91,1578.47
JPN,2019,BLOOD,HO,937872,KLEPNE,LVX,Levofloxacin,10259,0,220,10259,0,1093.86
JPN,2019,BLOOD,HO,937872,KLEPNE,MEM,Meropenem,17317,92,71,17225,0.53,1836.6
JPN,2019,BLOOD,HO,937872,KLEPNE,LVX,Levofloxacin,15080,0,302,15080,0,1607.9
JPN,2019,BLOOD,HO,937872,KLEPNE,FEP,Cefepime,13429,0,481,13429,0,1431.86
JPN,2019,BLOOD,HO,937872,KLEPNE,LVX,Levofloxacin,17832,488,380,17344,2.74,1849.29
JPN,2019,BLOOD,HO,937872,KLEPNE,FEP,Cefepime,13516,1014,625,12502,7.5,1333.02
JPN,2019,BLOOD,HO,937872,KLEPNE,CTX,Cefotaxime,12099,669,879,11430,5.53,1218.72
JPN,2019,BLOOD,HO,937872,KLEPNE,IPM,Imipenem,17317,1688,35,15629,9.75,1666.43
JPN,2019,BLOOD,HO,937872,KLEPNE,MEM,Meropenem,14831,204,66,14627,1.38,1559.59
JPN,2019,BLOOD,HO,937872,KLEPNE,IPM,Imipenem,13516,1441,17,12075,10.66,1287.49
JPN,2019,BLOOD,HO,937872,KLEPNE,CTX,Cefotaxime,8282,3004,576,5278,36.27,562.76
JPN,2019,BLOOD,HO,937872,KLEPNE,J01EE,Sulfonamides and trimethoprim,13516,3088,1280,10428,22.85,1111.88
JPN,2019,BLOOD,HO,937872,KLEPNE,CRO,Ceftriaxone,10316,75,713,10241,0.73,1091.94
JPN,2019,BLOOD,HO,937872,KLEPNE,CIP,Ciprofloxacin,17317,9203,357,8114,53.14,865.15
JPN,2019,BLOOD,HO,937872,KLEPNE,CIP,Ciprofloxacin,6845,0,201,6845,0,729.84
JPN,2019,BLOOD,HO,937872,KLEPNE,CAZ,Ceftazidime,17832,741,699,17091,4.16,1822.32
JPN,2019,BLOOD,HO,937872,KLEPNE,CIP,Ciprofloxacin,4454,0,160,4454,0,474.9
JPN,2019,BLOOD,HO,937872,KLEPNE,CIP,Ciprofloxacin,13516,6097,279,7419,45.11,791.05
JPN,2019,BLOOD,HO,937872,KLEPNE,CTX,Cefotaxime,13236,3414,732,9822,25.79,1047.26
JPN,2019,BLOOD,HO,937872,KLEPNE,MEM,Meropenem,13516,31,32,13485,0.23,1437.83
JPN,2019,BLOOD,HO,937872,KLEPNE,FEP,Cefepime,17317,1934,621,15383,11.17,1640.2
JPN,2019,BLOOD,HO,937872,KLEPNE,CIP,Ciprofloxacin,17832,9295,311,8537,52.13,910.25
JPN,2019,BLOOD,HO,937872,KLEPNE,CRO,Ceftriaxone,13236,3941,722,9295,29.77,991.07
JPN,2019,BLOOD,HO,937872,KLEPNE,CAZ,Ceftazidime,13236,441,550,12795,3.33,1364.26
JPN,2019,BLOOD,HO,937872,KLEPNE,MEM,Meropenem,8058,759,52,7299,9.42,778.25
JPN,2019,BLOOD,HO,937872,KLEPNE,IPM,Imipenem,14069,214,28,13855,1.52,1477.28
JPN,2019,BLOOD,HO,937872,KLEPNE,FEP,Cefepime,7561,2,215,7559,0.03,805.97
JPN,2019,BLOOD,HO,937872,KLEPNE,CRO,Ceftriaxone,4973,117,309,4856,2.35,517.77
JPN,2019,BLOOD,HO,937872,KLEPNE,CIP,Ciprofloxacin,13236,6445,239,6791,48.69,724.09
JPN,2019,BLOOD,HO,937872,SALSPP,CRO,Ceftriaxone,310,115,2,195,37.1,20.79
JPN,2019,BLOOD,HO,937872,SALSPP,CTX,Cefotaxime,230,58,1,172,25.22,18.34
JPN,2019,BLOOD,HO,937872,SALSPP,CRO,Ceftriaxone,220,96,0,124,43.64,13.22
JPN,2019,BLOOD,HO,937872,SALSPP,IPM,Imipenem,220,29,0,191,13.18,20.37
JPN,2019,BLOOD,HO,937872,SALSPP,LVX,Levofloxacin,310,7,1,303,2.26,32.31
JPN,2019,BLOOD,HO,937872,SALSPP,CIP,Ciprofloxacin,230,126,2,104,54.78,11.09
JPN,2019,BLOOD,HO,937872,SALSPP,LVX,Levofloxacin,288,4,6,284,1.39,30.28
JPN,2019,BLOOD,HO,937872,SALSPP,MEM,Meropenem,220,18,0,202,8.18,21.54
JPN,2019,BLOOD,HO,937872,SALSPP,CAZ,Ceftazidime,177,7,3,170,3.95,18.13
JPN,2019,BLOOD,HO,937872,SALSPP,MEM,Meropenem,288,29,0,259,10.07,27.62
JPN,2019,BLOOD,HO,937872,SALSPP,IPM,Imipenem,310,32,0,278,10.32,29.64
JPN,2019,BLOOD,HO,937872,SALSPP,CAZ,Ceftazidime,310,19,4,291,6.13,31.03
JPN,2019,BLOOD,HO,937872,SALSPP,CRO,Ceftriaxone,230,79,1,151,34.35,16.1
JPN,2019,BLOOD,HO,937872,SALSPP,CRO,Ceftriaxone,161,0,1,161,0,17.17
JPN,2019,BLOOD,HO,937872,SALSPP,IPM,Imipenem,168,9,0,159,5.36,16.95
JPN,2019,BLOOD,HO,937872,SALSPP,CAZ,Ceftazidime,234,4,0,230,1.71,24.52
JPN,2019,BLOOD,HO,937872,SALSPP,MEM,Meropenem,230,2,0,228,0.87,24.31
JPN,2019,BLOOD,HO,937872,SALSPP,CTX,Cefotaxime,220,53,3,167,24.09,17.81
JPN,2019,BLOOD,HO,937872,SALSPP,CTX,Cefotaxime,188,15,0,173,7.98,18.45
JPN,2019,BLOOD,HO,937872,SALSPP,MEM,Meropenem,129,9,0,120,6.98,12.79
JPN,2019,BLOOD,HO,937872,SALSPP,IPM,Imipenem,288,46,0,242,15.97,25.8
JPN,2019,BLOOD,HO,937872,SALSPP,LVX,Levofloxacin,230,6,4,224,2.61,23.88
JPN,2019,BLOOD,HO,937872,SALSPP,CIP,Ciprofloxacin,74,0,3,74,0,7.89
JPN,2019,BLOOD,HO,937872,SALSPP,CAZ,Ceftazidime,230,18,2,212,7.83,22.6
JPN,2019,BLOOD,HO,937872,SALSPP,CAZ,Ceftazidime,220,19,3,201,8.64,21.43
JPN,2019,BLOOD,HO,937872,SALSPP,CAZ,Ceftazidime,288,34,3,254,11.81,27.08
JPN,2019,BLOOD,HO,937872,SALSPP,MEM,Meropenem,310,25,0,285,8.06,30.39
JPN,2019,BLOOD,HO,937872,SALSPP,MEM,Meropenem,230,17,1,213,7.39,22.71
JPN,2019,BLOOD,HO,937872,SALSPP,CIP,Ciprofloxacin,220,111,0,109,50.45,11.62
JPN,2019,BLOOD,HO,937872,SALSPP,LVX,Levofloxacin,220,9,0,211,4.09,22.5
JPN,2019,BLOOD,HO,937872,SALSPP,CIP,Ciprofloxacin,310,157,0,153,50.65,16.31
JPN,2019,BLOOD,HO,937872,SALSPP,LVX,Levofloxacin,258,0,1,258,0,27.51
JPN,2019,BLOOD,HO,937872,SALSPP,CIP,Ciprofloxacin,97,0,0,97,0,10.34
JPN,2019,BLOOD,HO,937872,SALSPP,CIP,Ciprofloxacin,288,182,0,106,63.19,11.3
JPN,2019,BLOOD,HO,937872,SALSPP,CRO,Ceftriaxone,81,7,4,74,8.64,7.89
JPN,2019,BLOOD,HO,937872,SALSPP,CRO,Ceftriaxone,288,84,5,204,29.17,21.75
JPN,2019,BLOOD,HO,937872,SALSPP,IPM,Imipenem,229,2,0,227,0.87,24.2
JPN,2019,BLOOD,HO,937872,SALSPP,LVX,Levofloxacin,186,0,3,186,0,19.83
JPN,2019,BLOOD,HO,937872,SALSPP,CTX,Cefotaxime,288,82,4,206,28.47,21.96
JPN,2019,BLOOD,HO,937872,SALSPP,CTX,Cefotaxime,131,50,4,81,38.17,8.64
JPN,2019,BLOOD,HO,937872,SALSPP,CTX,Cefotaxime,310,85,4,225,27.42,23.99
JPN,2019,BLOOD,HO,937872,SALSPP,IPM,Imipenem,230,24,1,206,10.43,21.96
JPN,2019,BLOOD,HO,937872,STAAUR,OXA,Oxacillin,17827,2,8107,17825,0.01,1900.58
JPN,2019,BLOOD,HO,937872,STAAUR,OXA,Oxacillin,17199,0,6938,17199,0,1833.83
JPN,2019,BLOOD,HO,937872,STAAUR,OXA,Oxacillin,16090,0,6491,16090,0,1715.59
JPN,2019,BLOOD,HO,937872,STAAUR,OXA,Oxacillin,25202,0,11583,25202,0,2687.15
JPN,2019,BLOOD,HO,937872,STAAUR,OXA,Oxacillin,24153,0,11059,24153,0,2575.3
JPN,2019,BLOOD,HO,937872,STAAUR,OXA,Oxacillin,26027,0,11583,26027,0,2775.11
JPN,2019,BLOOD,HO,937872,STRPNE,CTX,Cefotaxime,1129,232,10,897,20.55,95.64
JPN,2019,BLOOD,HO,937872,STRPNE,CTX,Cefotaxime,1153,236,4,917,20.47,97.77
JPN,2019,BLOOD,HO,937872,STRPNE,CTX,Cefotaxime,1735,471,14,1264,27.15,134.77
JPN,2019,BLOOD,HO,937872,STRPNE,CRO,Ceftriaxone,1735,216,12,1519,12.45,161.96
JPN,2019,BLOOD,HO,937872,STRPNE,CRO,Ceftriaxone,1340,0,17,1340,0,142.88
JPN,2019,BLOOD,HO,937872,STRPNE,CRO,Ceftriaxone,1153,82,1,1071,7.11,114.19
JPN,2019,BLOOD,HO,937872,STRPNE,PEN,Penicillin G,1089,0,6,1089,0,116.11
JPN,2019,BLOOD,HO,937872,STRPNE,PEN,Penicillin G,1543,0,6,1543,0,164.52
JPN,2019,BLOOD,HO,937872,STRPNE,PEN,Penicillin G,1735,2,1,1733,0.12,184.78
JPN,2019,BLOOD,HO,937872,STRPNE,CRO,Ceftriaxone,1129,71,9,1058,6.29,112.81
JPN,2019,BLOOD,HO,937872,STRPNE,PEN,Penicillin G,1129,1,2,1128,0.09,120.27
JPN,2019,BLOOD,HO,937872,STRPNE,CTX,Cefotaxime,1619,430,6,1189,26.56,126.78
JPN,2019,BLOOD,HO,937872,STRPNE,J01EE,Sulfonamides and trimethoprim,1129,253,140,876,22.41,93.4
JPN,2019,BLOOD,HO,937872,STRPNE,CRO,Ceftriaxone,1619,216,4,1403,13.34,149.59
JPN,2019,BLOOD,HO,937872,STRPNE,J01EE,Sulfonamides and trimethoprim,1153,254,131,899,22.03,95.86
JPN,2019,BLOOD,HO,937872,STRPNE,CRO,Ceftriaxone,879,0,5,879,0,93.72
JPN,2019,BLOOD,HO,937872,STRPNE,PEN,Penicillin G,1619,0,2,1619,0,172.62
JPN,2019,BLOOD,HO,937872,STRPNE,CTX,Cefotaxime,891,0,9,891,0,95
JPN,2019,BLOOD,HO,937872,STRPNE,PEN,Penicillin G,1153,3,1,1150,0.26,122.62
JPN,2019,BLOOD,HO,937872,STRPNE,CTX,Cefotaxime,1210,0,18,1210,0,129.02
JPN,2019,URINE,CO,887027,ESCCOL,CIP,Ciprofloxacin,74435,2,24759,74433,0,8391.29
JPN,2019,URINE,CO,887027,ESCCOL,AMP,Ampicillin,201980,9211,79778,192769,4.56,21732.03
JPN,2019,URINE,CO,887027,ESCCOL,CRO,Ceftriaxone,115033,633,18750,114400,0.55,12897.01
JPN,2019,URINE,CO,887027,ESCCOL,CTX,Cefotaxime,201980,49920,27616,152060,24.72,17142.66
JPN,2019,URINE,CO,887027,ESCCOL,CAZ,Ceftazidime,113821,8371,6617,105450,7.35,11888.03
JPN,2019,URINE,CO,887027,ESCCOL,CIP,Ciprofloxacin,218592,101674,40444,116918,46.51,13180.88
JPN,2019,URINE,CO,887027,ESCCOL,CAZ,Ceftazidime,166754,3803,10942,162951,2.28,18370.47
JPN,2019,URINE,CO,887027,ESCCOL,AMP,Ampicillin,218592,11197,86987,207395,5.12,23380.91
JPN,2019,URINE,CO,887027,ESCCOL,MEM,Meropenem,208744,2330,80,206414,1.12,23270.32
JPN,2019,URINE,CO,887027,ESCCOL,J01EE,Sulfonamides and trimethoprim,201980,39375,28446,162605,19.49,18331.46
JPN,2019,URINE,CO,887027,ESCCOL,CRO,Ceftriaxone,193503,55635,24310,137868,28.75,15542.71
JPN,2019,URINE,CO,887027,ESCCOL,LVX,Levofloxacin,169423,2,54040,169421,0,19099.87
JPN,2019,URINE,CO,887027,ESCCOL,CRO,Ceftriaxone,218592,70156,28158,148436,32.09,16734.1
JPN,2019,URINE,CO,887027,ESCCOL,CAZ,Ceftazidime,201980,7475,14467,194505,3.7,21927.74
JPN,2019,URINE,CO,887027,ESCCOL,FEP,Cefepime,201980,21864,19038,180116,10.82,20305.58
JPN,2019,URINE,CO,887027,ESCCOL,MEM,Meropenem,193503,1884,67,191619,0.97,21602.39
JPN,2019,URINE,CO,887027,ESCCOL,LVX,Levofloxacin,218592,286,70210,218306,0.13,24610.98
JPN,2019,URINE,CO,887027,ESCCOL,CTX,Cefotaxime,90077,27827,14732,62250,30.89,7017.82
JPN,2019,URINE,CO,887027,ESCCOL,MEM,Meropenem,162085,3352,82,158733,2.07,17894.95
JPN,2019,URINE,CO,887027,ESCCOL,CTX,Cefotaxime,208744,50820,29978,157924,24.35,17803.74
JPN,2019,URINE,CO,887027,ESCCOL,MEM,Meropenem,89779,8810,364,80969,9.81,9128.13
JPN,2019,URINE,CO,887027,ESCCOL,CRO,Ceftriaxone,54858,1530,8005,53328,2.79,6011.99
JPN,2019,URINE,CO,887027,ESCCOL,CIP,Ciprofloxacin,51898,1,17093,51897,0,5850.67
JPN,2019,URINE,CO,887027,ESCCOL,FEP,Cefepime,208744,25801,19443,182943,12.36,20624.29
JPN,2019,URINE,CO,887027,ESCCOL,AMP,Ampicillin,193503,10210,77318,183293,5.28,20663.75
JPN,2019,URINE,CO,887027,ESCCOL,MEM,Meropenem,201980,3122,43,198858,1.55,22418.48
JPN,2019,URINE,CO,887027,ESCCOL,FEP,Cefepime,145953,111,14243,145842,0.08,16441.66
JPN,2019,URINE,CO,887027,ESCCOL,LVX,Levofloxacin,201980,266,63430,201714,0.13,22740.46
JPN,2019,URINE,CO,887027,ESCCOL,CAZ,Ceftazidime,193503,8055,13237,185448,4.16,20906.69
JPN,2019,URINE,CO,887027,ESCCOL,AMP,Ampicillin,107420,73,44280,107347,0.07,12101.89
JPN,2019,URINE,CO,887027,ESCCOL,IPM,Imipenem,193503,18611,46,174892,9.62,19716.65
JPN,2019,URINE,CO,887027,ESCCOL,LVX,Levofloxacin,208744,1279,69632,207465,0.61,23388.8
JPN,2019,URINE,CO,887027,ESCCOL,CAZ,Ceftazidime,218592,7381,17536,211211,3.38,23811.11
JPN,2019,URINE,CO,887027,ESCCOL,AMP,Ampicillin,208744,11919,84669,196825,5.71,22189.29
JPN,2019,URINE,CO,887027,ESCCOL,IPM,Imipenem,208744,20168,42,188576,9.66,21259.33
JPN,2019,URINE,CO,887027,ESCCOL,IPM,Imipenem,154227,4334,93,149893,2.81,16898.36
JPN,2019,URINE,CO,887027,ESCCOL,AMP,Ampicillin,165542,3,68947,165539,0,18662.23
JPN,2019,URINE,CO,887027,ESCCOL,CTX,Cefotaxime,218592,55284,31217,163308,25.29,18410.71
JPN,2019,URINE,CO,887027,ESCCOL,CIP,Ciprofloxacin,201980,100279,34310,101701,49.65,11465.38
JPN,2019,URINE,CO,887027,ESCCOL,FEP,Cefepime,81993,135,7058,81858,0.16,9228.35
JPN,2019,URINE,CO,887027,ESCCOL,LVX,Levofloxacin,112733,1,34783,112732,0,12708.97
JPN,2019,URINE,CO,887027,ESCCOL,CIP,Ciprofloxacin,193503,105651,29961,87852,54.6,9904.1
JPN,2019,URINE,CO,887027,ESCCOL,LVX,Levofloxacin,193503,1736,62111,191767,0.9,21619.07
JPN,2019,URINE,CO,887027,ESCCOL,IPM,Imipenem,102182,9324,346,92858,9.12,10468.45
JPN,2019,URINE,CO,887027,ESCCOL,CTX,Cefotaxime,133236,8509,22448,124727,6.39,14061.24
JPN,2019,URINE,CO,887027,ESCCOL,CIP,Ciprofloxacin,208744,111295,34845,97449,53.32,10986.02
JPN,2019,URINE,CO,887027,ESCCOL,CRO,Ceftriaxone,208744,58681,27657,150063,28.11,16917.52
JPN,2019,URINE,CO,887027,ESCCOL,FEP,Cefepime,193503,24335,17318,169168,12.58,19071.35
JPN,2019,URINE,CO,887027,ESCCOL,FEP,Cefepime,218592,19443,22771,199149,8.89,22451.29
JPN,2019,URINE,CO,887027,ESCCOL,IPM,Imipenem,201980,21450,30,180530,10.62,20352.26
JPN,2019,URINE,CO,887027,ESCCOL,MEM,Meropenem,218592,2986,43,215606,1.37,24306.59
JPN,2019,URINE,CO,887027,ESCCOL,CTX,Cefotaxime,193503,45489,26749,148014,23.51,16686.53
JPN,2019,URINE,CO,887027,ESCCOL,CRO,Ceftriaxone,201980,60750,25719,141230,30.08,15921.72
JPN,2019,URINE,CO,887027,KLEPNE,CIP,Ciprofloxacin,12093,2,374,12091,0.02,1363.09
JPN,2019,URINE,CO,887027,KLEPNE,CAZ,Ceftazidime,32679,1108,738,31571,3.39,3559.19
JPN,2019,URINE,CO,887027,KLEPNE,CRO,Ceftriaxone,35298,10740,1585,24558,30.43,2768.57
JPN,2019,URINE,CO,887027,KLEPNE,FEP,Cefepime,24353,7,616,24346,0.03,2744.67
JPN,2019,URINE,CO,887027,KLEPNE,J01EE,Sulfonamides and trimethoprim,35298,6555,2997,28743,18.57,3240.37
JPN,2019,URINE,CO,887027,KLEPNE,CRO,Ceftriaxone,19149,92,1028,19057,0.48,2148.41
JPN,2019,URINE,CO,887027,KLEPNE,CRO,Ceftriaxone,9072,248,444,8824,2.73,994.78
JPN,2019,URINE,CO,887027,KLEPNE,CAZ,Ceftazidime,35298,1209,1063,34089,3.43,3843.06
JPN,2019,URINE,CO,887027,KLEPNE,FEP,Cefepime,13481,5,319,13476,0.04,1519.23
JPN,2019,URINE,CO,887027,KLEPNE,CTX,Cefotaxime,38572,9206,1817,29366,23.87,3310.61
JPN,2019,URINE,CO,887027,KLEPNE,J01EE,Sulfonamides and trimethoprim,38572,7189,3382,31383,18.64,3538
JPN,2019,URINE,CO,887027,KLEPNE,IPM,Imipenem,25786,720,41,25066,2.79,2825.84
JPN,2019,URINE,CO,887027,KLEPNE,CRO,Ceftriaxone,38572,12767,1707,25805,33.1,2909.16
JPN,2019,URINE,CO,887027,KLEPNE,CTX,Cefotaxime,14934,5173,931,9761,34.64,1100.42
JPN,2019,URINE,CO,887027,KLEPNE,MEM,Meropenem,26960,574,32,26386,2.13,2974.66
JPN,2019,URINE,CO,887027,KLEPNE,MEM,Meropenem,14728,1478,70,13250,10.04,1493.75
JPN,2019,URINE,CO,887027,KLEPNE,CIP,Ciprofloxacin,35298,17463,622,17835,49.47,2010.65
JPN,2019,URINE,CO,887027,KLEPNE,CIP,Ciprofloxacin,35441,19093,551,16348,53.87,1843.01
JPN,2019,URINE,CO,887027,KLEPNE,LVX,Levofloxacin,38572,359,830,38213,0.93,4307.99
JPN,2019,URINE,CO,887027,KLEPNE,FEP,Cefepime,32679,3707,779,28972,11.34,3266.19
JPN,2019,URINE,CO,887027,KLEPNE,CTX,Cefotaxime,35441,8205,1804,27236,23.15,3070.48
JPN,2019,URINE,CO,887027,KLEPNE,IPM,Imipenem,38572,3690,21,34882,9.57,3932.46
JPN,2019,URINE,CO,887027,KLEPNE,CAZ,Ceftazidime,27561,718,581,26843,2.61,3026.18
JPN,2019,URINE,CO,887027,KLEPNE,MEM,Meropenem,35298,217,23,35081,0.61,3954.9
JPN,2019,URINE,CO,887027,KLEPNE,LVX,Levofloxacin,32679,383,730,32296,1.17,3640.93
JPN,2019,URINE,CO,887027,KLEPNE,CAZ,Ceftazidime,18808,1531,394,17277,8.14,1947.74
JPN,2019,URINE,CO,887027,KLEPNE,IPM,Imipenem,35298,3320,20,31978,9.41,3605.08
JPN,2019,URINE,CO,887027,KLEPNE,CIP,Ciprofloxacin,32679,18145,501,14534,55.52,1638.51
JPN,2019,URINE,CO,887027,KLEPNE,CIP,Ciprofloxacin,8409,1,254,8408,0.01,947.89
JPN,2019,URINE,CO,887027,KLEPNE,MEM,Meropenem,38572,134,19,38438,0.35,4333.35
JPN,2019,URINE,CO,887027,KLEPNE,CRO,Ceftriaxone,32679,9368,1429,23311,28.67,2627.99
JPN,2019,URINE,CO,887027,KLEPNE,FEP,Cefepime,35441,3918,1050,31523,11.05,3553.78
JPN,2019,URINE,CO,887027,KLEPNE,IPM,Imipenem,32679,2860,21,29819,8.75,3361.68
JPN,2019,URINE,CO,887027,KLEPNE,FEP,Cefepime,35298,3387,1104,31911,9.6,3597.52
JPN,2019,URINE,CO,887027,KLEPNE,CTX,Cefotaxime,32679,7261,1486,25418,22.22,2865.53
JPN,2019,URINE,CO,887027,KLEPNE,CRO,Ceftriaxone,35441,9953,1663,25488,28.08,2873.42
JPN,2019,URINE,CO,887027,KLEPNE,CAZ,Ceftazidime,35441,1082,1000,34359,3.05,3873.5
JPN,2019,URINE,CO,887027,KLEPNE,LVX,Levofloxacin,27752,0,601,27752,0,3128.65
JPN,2019,URINE,CO,887027,KLEPNE,LVX,Levofloxacin,35298,270,806,35028,0.76,3948.92
JPN,2019,URINE,CO,887027,KLEPNE,LVX,Levofloxacin,35441,313,770,35128,0.88,3960.2
JPN,2019,URINE,CO,887027,KLEPNE,CAZ,Ceftazidime,38572,1100,1277,37472,2.85,4224.45
JPN,2019,URINE,CO,887027,KLEPNE,LVX,Levofloxacin,18527,0,335,18527,0,2088.66
JPN,2019,URINE,CO,887027,KLEPNE,MEM,Meropenem,35441,361,15,35080,1.02,3954.78
JPN,2019,URINE,CO,887027,KLEPNE,CTX,Cefotaxime,35298,8473,1678,26825,24,3024.15
JPN,2019,URINE,CO,887027,KLEPNE,CTX,Cefotaxime,22655,1401,1303,21254,6.18,2396.09
JPN,2019,URINE,CO,887027,KLEPNE,IPM,Imipenem,35441,3310,10,32131,9.34,3622.32
JPN,2019,URINE,CO,887027,KLEPNE,IPM,Imipenem,17044,1610,68,15434,9.45,1739.97
JPN,2019,URINE,CO,887027,KLEPNE,FEP,Cefepime,38572,3066,1326,35506,7.95,4002.81
JPN,2019,URINE,HO,690410,ESCCOL,CAZ,Ceftazidime,168281,6737,20147,161544,4,23398.27
JPN,2019,URINE,HO,690410,ESCCOL,IPM,Imipenem,123855,2340,74,121515,1.89,17600.41
JPN,2019,URINE,HO,690410,ESCCOL,FEP,Cefepime,65920,52,9107,65868,0.08,9540.42
JPN,2019,URINE,HO,690410,ESCCOL,CIP,Ciprofloxacin,42245,1,17956,42244,0,6118.68
JPN,2019,URINE,HO,690410,ESCCOL,FEP,Cefepime,118958,48,19539,118910,0.04,17223.1
JPN,2019,URINE,HO,690410,ESCCOL,LVX,Levofloxacin,157230,369,61752,156861,0.23,22719.98
JPN,2019,URINE,HO,690410,ESCCOL,CIP,Ciprofloxacin,157230,73337,33823,83893,46.64,12151.19
JPN,2019,URINE,HO,690410,ESCCOL,FEP,Cefepime,149055,13769,21790,135286,9.24,19595.02
JPN,2019,URINE,HO,690410,ESCCOL,AMP,Ampicillin,157230,12690,71259,144540,8.07,20935.39
JPN,2019,URINE,HO,690410,ESCCOL,LVX,Levofloxacin,158201,2597,65511,155604,1.64,22537.91
JPN,2019,URINE,HO,690410,ESCCOL,CTX,Cefotaxime,168281,46218,34396,122063,27.46,17679.79
